Type,Start,End,Duration,Extra,Extra2,Note
Pumping,27/4/2017 11:24,,0:00,1.22 oz,,36 ml.  20L + 16R
Bottle feeding,27/4/2017 10:57,,0:00,0.5 oz,Formula milk,
Bottle feeding,27/4/2017 10:08,,0:00,2.3 oz,Formula milk,
Right breast,27/4/2017 09:59,27/4/2017 10:08,0:09,,,
Diaper,27/4/2017 09:56,,0:00,Urine,,
Pumping,27/4/2017 08:29,,0:00,1.86 oz,,55 ml. 31L + 24R
Sleep,27/4/2017 08:20,27/4/2017 09:50,1:30,,,
Diaper,27/4/2017 07:55,,0:00,Urine,,
Bottle feeding,27/4/2017 07:27,,0:00,2.5 oz,Mom's milk,
Sleep,27/4/2017 04:45,27/4/2017 07:20,2:35,,,
Bottle feeding,27/4/2017 04:25,,0:00,0.1 oz,Mom's milk,
Diaper,27/4/2017 04:13,,0:00,"Urine, Feces",,
Pumping,27/4/2017 04:03,,0:00,1.73 oz,,51 ml. 27L + 24R
Bottle feeding,27/4/2017 03:56,,0:00,2.5 oz,Mom's milk,
Sleep,27/4/2017 00:00,27/4/2017 03:50,3:50,,,
Pumping,26/4/2017 23:45,,0:00,1.23 oz,,38 ml. 21L + 17R
Diaper,26/4/2017 23:35,,0:00,Urine,,
Bottle feeding,26/4/2017 23:20,,0:00,2.5 oz,Formula milk,
Measure,26/4/2017 21:12,,0:00,Weight: 6.6875 lb,,Home
Pumping,26/4/2017 21:09,,0:00,1.15 oz,,34 ml. 19L + 15R
Diaper,26/4/2017 20:09,,0:00,Urine,,
Bottle feeding,26/4/2017 19:50,,0:00,2.3 oz,Formula milk,
Pumping,26/4/2017 18:06,,0:00,1.08 oz,,32 ml.  23L + 9R
Right breast,26/4/2017 17:41,26/4/2017 17:54,0:13,,,
Left breast,26/4/2017 17:30,26/4/2017 17:36,0:05,,,
Diaper,26/4/2017 17:21,,0:00,"Urine, Feces",,
Diaper,26/4/2017 17:08,,0:00,Urine,,
Bottle feeding,26/4/2017 16:51,,0:00,2.5 oz,Formula milk,
Left breast,26/4/2017 16:39,26/4/2017 16:45,0:06,,,
Right breast,26/4/2017 16:24,26/4/2017 16:36,0:12,,,
Pumping,26/4/2017 13:48,,0:00,1.39 oz,,41 ml. 24L + 17R
Right breast,26/4/2017 13:19,26/4/2017 13:21,0:01,,,
Diaper,26/4/2017 13:12,,0:00,"Urine, Feces",,
Diaper,26/4/2017 12:55,,0:00,Urine,,
Bottle feeding,26/4/2017 12:43,,0:00,2.5 oz,Formula milk,
Pumping,26/4/2017 10:15,,0:00,1.25 oz,,37ml. 21L + 16R
Vaccination,26/4/2017 08:54,26/4/2017 08:56,0:02,,,
Diaper,26/4/2017 08:46,,0:00,Urine,,
Bottle feeding,26/4/2017 08:36,,0:00,1.0 oz,Mom's milk,9:21 started eating bottle again
Right breast,26/4/2017 08:22,26/4/2017 08:26,0:04,,,
Bottle feeding,26/4/2017 08:10,,0:00,1.4 oz,Mom's milk,
Pumping,26/4/2017 07:30,,0:00,2.06 oz,,61 ml. 32L + 29R
Left breast,26/4/2017 07:08,26/4/2017 07:13,0:04,,,
Diaper,26/4/2017 06:49,,0:00,Urine,,
Bottle feeding,26/4/2017 06:42,,0:00,1.1 oz,Mom's milk,
Bottle feeding,26/4/2017 06:38,,0:00,,,
Bottle feeding,26/4/2017 04:00,,0:00,1.0 oz,Mom's milk,
Diaper,26/4/2017 03:27,,0:00,Urine,,
Pumping,26/4/2017 03:13,,0:00,1.89 oz,,56 ml. 30L + 26R
Bottle feeding,26/4/2017 03:06,,0:00,2.5 oz,Mom's milk,
Pumping,25/4/2017 22:30,,0:00,1.11 oz,,33 ml. 17L + 16R
Diaper,25/4/2017 22:22,,0:00,"Urine, Feces",,
Bottle feeding,25/4/2017 21:57,,0:00,2.3 oz,Formula milk,
Vaccination,25/4/2017 20:32,25/4/2017 20:34,0:02,,,
Left breast,25/4/2017 20:16,25/4/2017 20:22,0:06,,,
Bottle feeding,25/4/2017 19:50,,0:00,1.0 oz,Formula milk,
Diaper,25/4/2017 19:29,,0:00,"Urine, Feces",,
Pumping,25/4/2017 19:25,,0:00,0.85 oz,,25 ml.  16L + 9R
Bottle feeding,25/4/2017 19:10,,0:00,2.0 oz,Formula milk,
Right breast,25/4/2017 18:39,25/4/2017 19:01,0:22,,,
Left breast,25/4/2017 18:17,25/4/2017 18:37,0:20,,,
Pumping,25/4/2017 15:45,,0:00,1.62 oz,,48 ml. 28L + 20R
Vaccination,25/4/2017 15:06,25/4/2017 15:07,0:01,,,
Bottle feeding,25/4/2017 14:56,,0:00,1.0 oz,,
Diaper,25/4/2017 14:46,,0:00,Urine,,
Right breast,25/4/2017 14:37,25/4/2017 14:46,0:08,,,
Left breast,25/4/2017 14:32,25/4/2017 14:35,0:03,,,
Bottle feeding,25/4/2017 14:14,,0:00,2.5 oz,,
Pumping,25/4/2017 11:03,,0:00,1.22 oz,,36 ml. 23L + 13R
Right breast,25/4/2017 10:50,25/4/2017 10:57,0:06,,,
Left breast,25/4/2017 10:49,25/4/2017 10:50,0:01,,,
Right breast,25/4/2017 10:37,25/4/2017 10:39,0:02,,,
Left breast,25/4/2017 10:33,25/4/2017 10:37,0:03,,,
Diaper,25/4/2017 10:18,,0:00,"Urine, Feces",,
Diaper,25/4/2017 10:00,,0:00,Urine,,
Bottle feeding,25/4/2017 09:42,,0:00,2.5 oz,Formula milk,
Right breast,25/4/2017 08:24,25/4/2017 08:28,0:03,,,
Pumping,25/4/2017 06:56,,0:00,2.0 oz,,60 ml. 32L + 28R
Right breast,25/4/2017 06:32,25/4/2017 06:38,0:05,,,
Left breast,25/4/2017 06:24,25/4/2017 06:28,0:03,,,
Diaper,25/4/2017 06:15,,0:00,Urine,,
Bottle feeding,25/4/2017 05:58,,0:00,2.0 oz,Mom's milk,
Diaper,25/4/2017 02:13,,0:00,Urine,,
Pumping,25/4/2017 02:06,,0:00,1.73 oz,,51 ml. 30L + 21R
Right breast,25/4/2017 01:51,25/4/2017 01:59,0:07,,,
Bottle feeding,25/4/2017 01:46,,0:00,3.1 oz,Mom's milk,
Diaper,24/4/2017 21:48,,0:00,"Urine, Feces",,
Bottle feeding,24/4/2017 21:38,,0:00,0.5 oz,Formula milk,
Pumping,24/4/2017 21:38,,0:00,,,
Left breast,24/4/2017 21:15,24/4/2017 21:26,0:11,,,
Right breast,24/4/2017 21:05,24/4/2017 21:14,0:09,,,
Left breast,24/4/2017 20:56,24/4/2017 21:04,0:07,,,
Diaper,24/4/2017 20:52,,0:00,"Urine, Feces",,
Right breast,24/4/2017 20:46,24/4/2017 20:56,0:05,,,
Bottle feeding,24/4/2017 20:24,,0:00,2.5 oz,Formula milk,
Pumping,24/4/2017 19:46,,0:00,1.22 oz,,36 ml. 20L + 16R
Diaper,24/4/2017 17:49,,0:00,Urine,,
Bottle feeding,24/4/2017 17:13,,0:00,0.2 oz,Formula milk,
Pumping,24/4/2017 16:13,,0:00,1.25 oz,,37 ml. 18L + 19R
Diaper,24/4/2017 15:44,,0:00,"Urine, Feces",,
Bottle feeding,24/4/2017 15:15,,0:00,2.7 oz,Formula milk,
Left breast,24/4/2017 14:44,24/4/2017 15:07,0:22,,,
Diaper,24/4/2017 14:37,,0:00,"Urine, Feces",,
Diaper,24/4/2017 14:14,,0:00,,,
Diaper,24/4/2017 14:14,,0:00,,,
Diaper,24/4/2017 14:14,,0:00,,,
Diaper,24/4/2017 14:14,,0:00,,,
Left breast,24/4/2017 13:38,24/4/2017 14:11,0:32,,,
Right breast,24/4/2017 12:54,24/4/2017 13:32,0:37,,,
Left breast,24/4/2017 12:33,24/4/2017 12:46,0:12,,,
Bottle feeding,24/4/2017 12:24,,0:00,0.5 oz,Formula milk,
Vaccination,24/4/2017 11:22,24/4/2017 11:24,0:01,,,
Left breast,24/4/2017 11:10,,0:00,,,
Diaper,24/4/2017 10:37,,0:00,Urine,,
Bottle feeding,24/4/2017 10:17,,0:00,2.5 oz,Formula milk,
Pumping,24/4/2017 09:45,,0:00,1.15 oz,,34 ml. 25L + 9R
Right breast,24/4/2017 09:03,24/4/2017 09:21,0:17,,,
Bottle feeding,24/4/2017 09:02,,0:00,,,
Pumping,24/4/2017 06:31,,0:00,1.6 oz,,48 ml. 33L + 15R
Left breast,24/4/2017 05:47,24/4/2017 05:49,0:01,,,
Diaper,24/4/2017 05:46,,0:00,Urine,,
Left breast,24/4/2017 05:42,24/4/2017 05:43,0:00,,,
Right breast,24/4/2017 04:46,24/4/2017 05:17,0:30,,,
Bottle feeding,24/4/2017 04:44,,0:00,1.9 oz,,
Left breast,24/4/2017 00:04,24/4/2017 00:51,0:47,,,
Right breast,23/4/2017 23:13,24/4/2017 00:00,0:46,,,
Diaper,23/4/2017 23:08,,0:00,Urine,,
Bottle feeding,23/4/2017 22:35,,0:00,0.5 oz,Mom's milk,
Bottle feeding,23/4/2017 22:05,,0:00,0.6 oz,Mom's milk,
Bottle feeding,23/4/2017 21:34,,0:00,0.5 oz,Mom's milk,
Diaper,23/4/2017 21:20,,0:00,Urine,,
Bottle feeding,23/4/2017 20:57,,0:00,1.0 oz,Mom's milk,
Diaper,23/4/2017 20:40,,0:00,Urine,,
Pumping,23/4/2017 20:20,,0:00,1.18 oz,,35 ml. 29L + 6R
Right breast,23/4/2017 19:49,23/4/2017 20:13,0:22,,,
Bottle feeding,23/4/2017 19:38,,0:00,2.2 oz,Formula milk,
Diaper,23/4/2017 16:20,,0:00,"Urine, Feces",,
Pumping,23/4/2017 15:35,,0:00,1.08 oz,,32 ml.  20L + 12R
Right breast,23/4/2017 15:23,23/4/2017 15:25,0:02,,,
Vaccination,23/4/2017 15:10,23/4/2017 15:12,0:01,,,
Bottle feeding,23/4/2017 15:00,,0:00,2.0 oz,Formula milk,
Diaper,23/4/2017 14:37,,0:00,Urine,,
Bottle feeding,23/4/2017 13:05,,0:00,1.0 oz,Formula milk,
Pumping,23/4/2017 12:58,,0:00,1.45 oz,,43 ml.  26L + 17R
Vaccination,23/4/2017 12:54,23/4/2017 12:56,0:02,,,
Right breast,23/4/2017 12:39,23/4/2017 12:41,0:01,,,
Diaper,23/4/2017 12:31,,0:00,"Urine, Feces",,
Right breast,23/4/2017 12:08,23/4/2017 12:16,0:07,,,
Bottle feeding,23/4/2017 12:04,,0:00,2.5 oz,Formula milk,
Diaper,23/4/2017 10:54,,0:00,Urine,,
Pumping,23/4/2017 09:01,,0:00,1.6 oz,,54 ml. 30L + 24R
Diaper,23/4/2017 08:50,,0:00,Urine,,
Bottle feeding,23/4/2017 07:54,,0:00,2.1 oz,Formula milk,
Pumping,23/4/2017 04:31,,0:00,1.42 oz,,42 ml.  24L + 18R
Bottle feeding,23/4/2017 04:09,,0:00,1.0 oz,Mom's milk,
Diaper,23/4/2017 03:52,,0:00,Urine,,
Right breast,23/4/2017 03:42,23/4/2017 03:46,0:03,,,
Left breast,23/4/2017 03:36,23/4/2017 03:37,0:00,,,
Bottle feeding,23/4/2017 03:26,,0:00,2.5 oz,Mom's milk,
Bottle feeding,23/4/2017 00:56,,0:00,1.0 oz,Mom's milk,
Diaper,23/4/2017 00:32,,0:00,Urine,,
Pumping,23/4/2017 00:21,,0:00,1.22 oz,,36 ml.  20L + 16R
Bottle feeding,23/4/2017 00:15,,0:00,2.5 oz,Mom's milk,
Diaper,22/4/2017 21:17,,0:00,Urine,,
Pumping,22/4/2017 21:07,,0:00,1.22 oz,,36 ml.  20L + 16R
Bottle feeding,22/4/2017 20:26,,0:00,2.0 oz,Formula milk,
Diaper,22/4/2017 18:17,,0:00,"Urine, Feces",,
Pumping,22/4/2017 17:45,,0:00,1.18 oz,,35 ml. 20L + 15R
Diaper,22/4/2017 17:34,,0:00,"Urine, Feces",,
Bottle feeding,22/4/2017 17:20,,0:00,2.4 oz,Formula milk,spit up
Diaper,22/4/2017 15:11,,0:00,"Urine, Feces",,
Diaper,22/4/2017 15:11,,0:00,"Urine, Feces",,
Diaper,22/4/2017 14:55,,0:00,"Urine, Feces",,
Pumping,22/4/2017 14:34,,0:00,0.95 oz,,28 ml. 23L + 5R
Right breast,22/4/2017 13:58,22/4/2017 14:27,0:26,,,
Diaper,22/4/2017 13:58,,0:00,"Urine, Feces",,
Bottle feeding,22/4/2017 13:53,,0:00,1.9 oz,Formula milk,
Left breast,22/4/2017 13:49,22/4/2017 13:53,0:04,,,
Diaper,22/4/2017 12:09,,0:00,Urine,,
Pumping,22/4/2017 11:35,,0:00,1.32 oz,,39 ml.  24L + 15R
Right breast,22/4/2017 11:19,22/4/2017 11:23,0:03,,,
Left breast,22/4/2017 11:19,22/4/2017 11:19,0:00,,,
Bottle feeding,22/4/2017 10:50,,0:00,2.5 oz,Formula milk,spit up after breast feeding
Diaper,22/4/2017 10:14,,0:00,Urine,,
Pumping,22/4/2017 07:29,,0:00,1.83 oz,,54 ml. 31L + 23R
Bottle feeding,22/4/2017 06:54,,0:00,0.2 oz,Mom's milk,
Diaper,22/4/2017 06:39,,0:00,Urine,,
Right breast,22/4/2017 06:32,22/4/2017 06:34,0:01,,,
Bottle feeding,22/4/2017 06:20,,0:00,2.5 oz,Mom's milk,
Diaper,22/4/2017 02:49,,0:00,Urine,,
Pumping,22/4/2017 02:37,,0:00,1.29 oz,,38 ml.  23L + 15R
Bottle feeding,22/4/2017 02:30,,0:00,2.5 oz,Mom's milk,
Pumping,21/4/2017 22:55,,0:00,0.85 oz,,25 ml.  17L + 8R
Diaper,21/4/2017 22:53,,0:00,Urine,,
Left breast,21/4/2017 22:51,,0:00,,,
Right breast,21/4/2017 22:19,21/4/2017 22:50,0:30,,,
Left breast,21/4/2017 22:16,21/4/2017 22:18,0:02,,,
Bottle feeding,21/4/2017 22:05,,0:00,2.5 oz,Mom's milk,
Diaper,21/4/2017 19:15,,0:00,"Urine, Feces",,
Pumping,21/4/2017 19:08,,0:00,1.21 oz,,36 ml.  21L + 15R
Bottle feeding,21/4/2017 18:36,,0:00,2.5 oz,Formula milk,
Diaper,21/4/2017 17:05,,0:00,Urine,,
Bottle feeding,21/4/2017 15:55,,0:00,1.0 oz,Formula milk,
Pumping,21/4/2017 15:49,,0:00,1.29 oz,,38 ml.  20L + 18R
Diaper,21/4/2017 15:18,,0:00,"Urine, Feces",,
Bottle feeding,21/4/2017 15:05,,0:00,2.5 oz,Formula milk,spit up
Pumping,21/4/2017 12:05,,0:00,1.08 oz,,32 ml.  19L + 13R
Right breast,21/4/2017 11:59,21/4/2017 12:00,0:01,,,
Left breast,21/4/2017 11:58,21/4/2017 12:00,0:01,,,
Diaper,21/4/2017 11:16,,0:00,Urine,,
Measure,21/4/2017 11:00,,0:00,Weight: 6.25 lb,,North Seattle Pediatrics
Bottle feeding,21/4/2017 10:55,,0:00,2.5 oz,Formula milk,
Diaper,21/4/2017 10:46,,0:00,Urine,,
Diaper,21/4/2017 10:16,,0:00,"Urine, Feces",,
Pumping,21/4/2017 08:55,,0:00,1.56 oz,,46 ml.  25L + 21R
Vaccination,21/4/2017 08:48,21/4/2017 08:50,0:02,,,
Diaper,21/4/2017 08:13,,0:00,"Urine, Feces",,
Bottle feeding,21/4/2017 07:56,,0:00,2.4 oz,Formula milk,spit up
Diaper,21/4/2017 04:51,,0:00,Urine,,
Pumping,21/4/2017 04:45,,0:00,1.59 oz,,47 ml.  27L + 20R
Bottle feeding,21/4/2017 04:39,,0:00,2.5 oz,Mom's milk,
Bottle feeding,21/4/2017 01:28,,0:00,0.6 oz,Mom's milk,
Diaper,21/4/2017 00:50,,0:00,"Urine, Feces",,
Pumping,21/4/2017 00:32,,0:00,1.5 oz,,45 ml.  26L + 19R
Bottle feeding,21/4/2017 00:25,,0:00,2.5 oz,Mom's milk,
Diaper,20/4/2017 21:12,,0:00,"Urine, Feces",,
Diaper,20/4/2017 20:36,,0:00,"Urine, Feces",,
Bottle feeding,20/4/2017 20:22,,0:00,2.5 oz,Mom's milk,
Pumping,20/4/2017 20:20,,0:00,0.91 oz,,27 ml.  16L + 11R
Vaccination,20/4/2017 17:52,20/4/2017 17:54,0:02,,,
Bottle feeding,20/4/2017 17:27,,0:00,1.0 oz,Mom's milk,
Pumping,20/4/2017 17:22,,0:00,1.15 oz,,34 ml.  19L + 15R
Diaper,20/4/2017 17:15,,0:00,"Urine, Feces",,
Bottle feeding,20/4/2017 16:50,,0:00,2.5 oz,Mom's milk,
Pumping,20/4/2017 14:15,,0:00,1.05 oz,,31 ml.  23L + 8R
Diaper,20/4/2017 14:12,,0:00,"Urine, Feces",,
Right breast,20/4/2017 13:37,20/4/2017 14:09,0:30,,,
Left breast,20/4/2017 13:30,20/4/2017 13:36,0:04,,,
Bottle feeding,20/4/2017 13:05,,0:00,2.5 oz,Mom's milk,
Diaper,20/4/2017 12:23,,0:00,"Urine, Feces",,
Vaccination,20/4/2017 10:37,20/4/2017 10:39,0:02,,,
Pumping,20/4/2017 09:58,,0:00,1.69 oz,,50 ml.  27L + 23R
Bottle feeding,20/4/2017 09:51,,0:00,0.5 oz,Mom's milk,
Diaper,20/4/2017 09:33,,0:00,"Urine, Feces",,
Right breast,20/4/2017 09:11,20/4/2017 09:13,0:01,,,
Diaper,20/4/2017 09:06,,0:00,Urine,,
Bottle feeding,20/4/2017 08:55,,0:00,2.5 oz,Mom's milk,
Diaper,20/4/2017 05:20,,0:00,Urine,,
Pumping,20/4/2017 05:11,,0:00,1.49 oz,,44 ml.  24L + 20R
Bottle feeding,20/4/2017 05:05,,0:00,2.5 oz,Mom's milk,
Diaper,20/4/2017 01:30,,0:00,Urine,,
Pumping,20/4/2017 01:19,,0:00,1.35 oz,,40 ml. 20L + 20R
Bottle feeding,20/4/2017 01:07,,0:00,2.5 oz,Mom's milk,
Pumping,19/4/2017 22:00,,0:00,1.25 oz,,37 ml.  24L + 13R
Bottle feeding,19/4/2017 21:50,,0:00,0.45 oz,Mom's milk,
Right breast,19/4/2017 21:17,19/4/2017 21:28,0:11,,,
Bottle feeding,19/4/2017 20:58,,0:00,2.5 oz,Mom's milk,
Left breast,19/4/2017 20:57,19/4/2017 20:57,0:00,,,
Diaper,19/4/2017 20:52,,0:00,Urine,,
Measure,19/4/2017 20:00,,0:00,Weight: 6.1875 lb,,Home
Pumping,19/4/2017 17:26,,0:00,1.05 oz,,31 ml.  17L + 14R
Right breast,19/4/2017 17:14,19/4/2017 17:19,0:04,,,
Left breast,19/4/2017 17:10,19/4/2017 17:14,0:03,,,
Diaper,19/4/2017 17:10,,0:00,"Urine, Feces",,
Bottle feeding,19/4/2017 16:53,,0:00,2.5 oz,Formula milk,
Diaper,19/4/2017 14:56,,0:00,Urine,,
Diaper,19/4/2017 14:07,,0:00,Urine,,
Pumping,19/4/2017 14:02,,0:00,1.66 oz,,49 ml.  25L + 24R
Left breast,19/4/2017 13:53,19/4/2017 13:55,0:01,,,
Bottle feeding,19/4/2017 13:35,,0:00,1.9 oz,Formula milk,
Bottle feeding,19/4/2017 12:56,,0:00,1.0 oz,Formula milk,
Diaper,19/4/2017 10:03,,0:00,Urine,,
Bottle feeding,19/4/2017 09:53,,0:00,1.0 oz,Formula milk,
Pumping,19/4/2017 08:27,,0:00,1.59 oz,,47 ml.  31L + 16R
Bottle feeding,19/4/2017 08:09,,0:00,0.9 oz,,
Right breast,19/4/2017 07:26,19/4/2017 07:43,0:17,,,
Diaper,19/4/2017 07:15,,0:00,Urine,,
Bottle feeding,19/4/2017 07:03,,0:00,0.9 oz,Formula milk,
Diaper,19/4/2017 04:10,,0:00,"Urine, Feces",,
Pumping,19/4/2017 03:59,,0:00,1.62 oz,,48 ml.  27L + 21R
Bottle feeding,19/4/2017 03:49,,0:00,2.5 oz,Formula milk,
Bottle feeding,18/4/2017 22:27,,0:00,2.5 oz,Formula milk,
Diaper,18/4/2017 22:10,,0:00,Urine,,
Pumping,18/4/2017 21:49,,0:00,0.95 oz,,28 ml.  15L + 13R
Right breast,18/4/2017 21:01,18/4/2017 21:06,0:05,,,
Bottle feeding,18/4/2017 20:55,,0:00,1.4 oz,Formula milk,
Left breast,18/4/2017 20:50,18/4/2017 20:54,0:04,,,
Diaper,18/4/2017 20:40,,0:00,"Urine, Feces",,
Vaccination,18/4/2017 20:36,18/4/2017 20:38,0:02,,,
Bottle feeding,18/4/2017 20:27,,0:00,1.0 oz,Formula milk,
Diaper,18/4/2017 20:22,,0:00,Urine,,
Diaper,18/4/2017 18:44,,0:00,Urine,,
Pumping,18/4/2017 18:44,,0:00,1.35 oz,,40 ml.  22L + 18R
Left breast,18/4/2017 18:32,18/4/2017 18:34,0:02,,,
Bottle feeding,18/4/2017 18:20,,0:00,2.5 oz,Formula milk,
Left breast,18/4/2017 14:58,,0:00,,,
Bottle feeding,18/4/2017 14:57,,0:00,0.5 oz,Formula milk,
Pumping,18/4/2017 14:39,,0:00,1.05 oz,,31 ml.  20L + 11R
Right breast,18/4/2017 14:18,18/4/2017 14:30,0:11,,,
Diaper,18/4/2017 14:13,,0:00,Urine,,
Left breast,18/4/2017 14:00,18/4/2017 14:02,0:01,,,
Bottle feeding,18/4/2017 13:51,,0:00,2.5 oz,,
Bottle feeding,18/4/2017 11:11,,0:00,0.1 oz,Formula milk,
Diaper,18/4/2017 11:10,,0:00,Urine,,
Diaper,18/4/2017 10:32,,0:00,"Urine, Feces",,
Pumping,18/4/2017 10:29,,0:00,1.29 oz,,38 ml.  21L + 17R
Bottle feeding,18/4/2017 10:12,,0:00,2.5 oz,Formula milk,
Vaccination,18/4/2017 10:10,18/4/2017 10:12,0:01,,,
Pumping,18/4/2017 06:32,,0:00,1.52 oz,,45 ml.  23L + 22R
Diaper,18/4/2017 06:27,,0:00,Urine,,
Bottle feeding,18/4/2017 06:19,,0:00,1.6 oz,Formula milk,
Bottle feeding,18/4/2017 03:10,,0:00,0.4 oz,Mom's milk,
Diaper,18/4/2017 02:54,,0:00,"Urine, Feces",,
Bottle feeding,18/4/2017 02:42,,0:00,0.5 oz,Mom's milk,
Vaccination,18/4/2017 02:25,18/4/2017 02:29,0:03,,,
Diaper,18/4/2017 02:04,,0:00,"Urine, Feces",,
Pumping,18/4/2017 01:51,,0:00,1.05 oz,,31 ml.  18L + 13R
Bottle feeding,18/4/2017 01:51,,0:00,2.6 oz,Formula milk,
Diaper,18/4/2017 01:49,,0:00,Urine,,
Pumping,17/4/2017 22:33,,0:00,1.25 oz,,37 ml.  19L + 18R
Bottle feeding,17/4/2017 22:10,,0:00,1.4 oz,Formula milk,
Bottle feeding,17/4/2017 22:09,,0:00,1.5 oz,Formula milk,
Diaper,17/4/2017 21:58,,0:00,"Urine, Feces",,
Bottle feeding,17/4/2017 21:34,,0:00,1.0 oz,Formula milk,
Diaper,17/4/2017 21:05,,0:00,Urine,,
Bottle feeding,17/4/2017 19:50,,0:00,0.5 oz,Formula milk,
Bottle feeding,17/4/2017 19:26,,0:00,1.0 oz,Formula milk,
Left breast,17/4/2017 19:22,17/4/2017 19:24,0:01,,,
Diaper,17/4/2017 19:19,,0:00,"Urine, Feces",,
Right breast,17/4/2017 19:12,17/4/2017 19:17,0:05,,,
Bottle feeding,17/4/2017 19:00,,0:00,2.0 oz,Formula milk,
Pumping,17/4/2017 18:51,,0:00,1.22 oz,,36 ml.  18L + 18R
Bottle feeding,17/4/2017 16:24,,0:00,0.5 oz,Mom's milk,
Diaper,17/4/2017 16:07,,0:00,Urine,,
Pumping,17/4/2017 15:52,,0:00,1.25 oz,,37 ml.  19L + 18R
Diaper,17/4/2017 15:37,,0:00,"Urine, Feces",,
Bottle feeding,17/4/2017 15:28,,0:00,1.0 oz,Mom's milk,
Left breast,17/4/2017 15:22,17/4/2017 15:24,0:02,,,
Bottle feeding,17/4/2017 15:05,,0:00,1.0 oz,Mom's milk,
Diaper,17/4/2017 15:00,,0:00,Urine,,
Bottle feeding,17/4/2017 13:56,,0:00,0.9 oz,Formula milk,
Diaper,17/4/2017 11:59,,0:00,Urine,,
Pumping,17/4/2017 10:38,,0:00,1.15 oz,,34 ml.  16L + 18R
Bottle feeding,17/4/2017 10:25,,0:00,1.0 oz,Mom's milk,
Bottle feeding,17/4/2017 10:11,,0:00,1.0 oz,Mom's milk,
Left breast,17/4/2017 09:57,,0:00,,,
Left breast,17/4/2017 09:56,17/4/2017 10:01,0:05,,,
Bottle feeding,17/4/2017 09:52,,0:00,1.0 oz,Mom's milk,
Diaper,17/4/2017 09:35,,0:00,Urine,,
Diaper,17/4/2017 06:44,,0:00,Urine,,
Pumping,17/4/2017 06:39,,0:00,1.18 oz,,35 ml.  17L + 18R
Bottle feeding,17/4/2017 06:29,,0:00,2.5 oz,Formula milk,
Diaper,17/4/2017 02:47,,0:00,"Urine, Feces",,
Pumping,17/4/2017 02:41,,0:00,1.08 oz,,32 ml.  19L + 13R
Bottle feeding,17/4/2017 02:33,,0:00,2.0 oz,Formula milk,
Diaper,16/4/2017 23:56,,0:00,Urine,,
Pumping,16/4/2017 23:43,,0:00,0.85 oz,,25 ml.  14L + 11R
Bottle feeding,16/4/2017 23:37,,0:00,2.4 oz,Formula milk,
Diaper,16/4/2017 21:52,,0:00,Urine,,
Measure,16/4/2017 20:50,,0:00,Weight: 6.0 lb,,Home
Pumping,16/4/2017 20:26,,0:00,1.08 oz,,32 ml.  16L + 16R
Diaper,16/4/2017 20:19,,0:00,"Urine, Feces",,
Bottle feeding,16/4/2017 20:01,,0:00,1.9 oz,Formula milk,
Diaper,16/4/2017 19:59,,0:00,Urine,,
Diaper,16/4/2017 17:25,,0:00,"Urine, Feces",,
Diaper,16/4/2017 17:08,,0:00,Urine,,
Pumping,16/4/2017 17:02,,0:00,1.0 oz,,30 ml.  16L + 14R
Left breast,16/4/2017 16:49,16/4/2017 16:55,0:05,,,
Left breast,16/4/2017 16:46,16/4/2017 16:47,0:01,,,
Bottle feeding,16/4/2017 16:35,,0:00,2.5 oz,Formula milk,
Diaper,16/4/2017 16:32,,0:00,Urine,,
Diaper,16/4/2017 14:00,,0:00,Urine,,
Vaccination,16/4/2017 13:49,16/4/2017 13:52,0:02,,,
Diaper,16/4/2017 13:37,,0:00,Urine,,
Bottle feeding,16/4/2017 13:20,,0:00,0.7 oz,Mom's milk,
Pumping,16/4/2017 13:17,,0:00,0.54 oz,,16 ml.  12L + 4R
Bottle feeding,16/4/2017 13:05,,0:00,1.0 oz,Mom's milk,
Diaper,16/4/2017 12:55,,0:00,"Urine, Feces",,
Right breast,16/4/2017 12:24,16/4/2017 12:55,0:31,,,
Left breast,16/4/2017 12:23,16/4/2017 12:55,0:31,,,RIGHT!!
Bottle feeding,16/4/2017 12:20,,0:00,1.0 oz,Mom's milk,
Bottle feeding,16/4/2017 10:30,,0:00,0.6 oz,Mom's milk,
Pumping,16/4/2017 10:21,,0:00,0.85 oz,,25 ml.  10L + 15R
Left breast,16/4/2017 09:13,16/4/2017 09:23,0:09,,,
Diaper,16/4/2017 09:10,,0:00,"Urine, Feces",,
Left breast,16/4/2017 09:05,16/4/2017 09:10,0:05,,,
Bottle feeding,16/4/2017 09:00,,0:00,1.5 oz,Mom's milk,
Diaper,16/4/2017 06:45,,0:00,Urine,,
Pumping,16/4/2017 06:40,,0:00,0.98 oz,,29 ml.  19L + 10R
Right breast,16/4/2017 06:26,16/4/2017 06:36,0:10,,,
Diaper,16/4/2017 06:23,,0:00,Urine,,
Bottle feeding,16/4/2017 06:05,,0:00,1.5 oz,Formula milk,
Diaper,16/4/2017 02:58,,0:00,Urine,,
Pumping,16/4/2017 02:49,,0:00,0.85 oz,,25 ml.  13L + 12R
Bottle feeding,16/4/2017 02:40,,0:00,2.0 oz,Formula milk,
Diaper,15/4/2017 23:23,,0:00,Urine,,
Pumping,15/4/2017 23:08,,0:00,0.85 oz,,25 ml.  14L + 11R
